SANGER_ID	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	nominal_length	library_selection	first_public	study_title	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_ftp	submitted_galaxy	sra_bytes	sra_md5	sra_ftp	sample_alias	broker_name	sample_title.1	nominal_sdev
G18000998	SAMEA6375576	ERS4141669	ERX4665540	ERR4795770	573	Klebsiella pneumoniae	520	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000999	SAMEA6375578	ERS4141671	ERX4665543	ERR4795773	573	Klebsiella pneumoniae	518	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000576	SAMEA6375468	ERS4141561	ERX4665544	ERR4795774	573	Klebsiella pneumoniae	448	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000063	SAMEA6375361	ERS4141455	ERX4665545	ERR4795775	573	Klebsiella pneumoniae	424	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001007	SAMEA6375591	ERS4141684	ERX4665546	ERR4795776	573	Klebsiella pneumoniae	520	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000578	SAMEA6375469	ERS4141562	ERX4665547	ERR4795777	573	Klebsiella pneumoniae	466	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000077	SAMEA6375356	ERS4141450	ERX4665548	ERR4795778	573	Klebsiella pneumoniae	416	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001011	SAMEA6375590	ERS4141683	ERX4665549	ERR4795779	573	Klebsiella pneumoniae	512	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000580	SAMEA6375470	ERS4141563	ERX4665550	ERR4795780	573	Klebsiella pneumoniae	418	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001014	SAMEA6375593	ERS4141686	ERX4665552	ERR4795782	573	Klebsiella pneumoniae	505	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001017	SAMEA6375594	ERS4141687	ERX4665554	ERR4795784	573	Klebsiella pneumoniae	469	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001021	SAMEA6375597	ERS4141690	ERX4665556	ERR4795786	573	Klebsiella pneumoniae	477	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000584	SAMEA6375480	ERS4141573	ERX4665557	ERR4795787	573	Klebsiella pneumoniae	438	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001025	SAMEA6375598	ERS4141691	ERX4665559	ERR4795789	573	Klebsiella pneumoniae	474	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000585	SAMEA6375472	ERS4141565	ERX4665560	ERR4795790	573	Klebsiella pneumoniae	454	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000587	SAMEA6375475	ERS4141568	ERX4665561	ERR4795791	573	Klebsiella pneumoniae	422	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000213	SAMEA6375360	ERS4141454	ERX4665562	ERR4795792	573	Klebsiella pneumoniae	441	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001029	SAMEA6375599	ERS4141692	ERX4665563	ERR4795793	573	Klebsiella pneumoniae	475	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000588	SAMEA6375481	ERS4141574	ERX4665564	ERR4795794	573	Klebsiella pneumoniae	427	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000221	SAMEA6375362	ERS4141456	ERX4665565	ERR4795795	573	Klebsiella pneumoniae	439	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001031	SAMEA6375601	ERS4141694	ERX4665566	ERR4795796	573	Klebsiella pneumoniae	480	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000591	SAMEA6375473	ERS4141566	ERX4665567	ERR4795797	573	Klebsiella pneumoniae	379	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000224	SAMEA6375363	ERS4141457	ERX4665568	ERR4795798	573	Klebsiella pneumoniae	423	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000593	SAMEA6375474	ERS4141567	ERX4665569	ERR4795799	573	Klebsiella pneumoniae	407	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000225	SAMEA6375366	ERS4141460	ERX4665570	ERR4795800	573	Klebsiella pneumoniae	418	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001038	SAMEA6375607	ERS4141700	ERX4665571	ERR4795801	573	Klebsiella pneumoniae	463	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000596	SAMEA6375476	ERS4141569	ERX4665572	ERR4795802	573	Klebsiella pneumoniae	421	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001045	SAMEA6375605	ERS4141698	ERX4665574	ERR4795804	573	Klebsiella pneumoniae	466	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000233	SAMEA6375370	ERS4141464	ERX4665576	ERR4795806	573	Klebsiella pneumoniae	459	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001055	SAMEA6375604	ERS4141697	ERX4665577	ERR4795807	573	Klebsiella pneumoniae	475	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000599	SAMEA6375479	ERS4141572	ERX4665578	ERR4795808	573	Klebsiella pneumoniae	429	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001056	SAMEA6375606	ERS4141699	ERX4665579	ERR4795809	573	Klebsiella pneumoniae	465	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001068	SAMEA6375609	ERS4141702	ERX4665580	ERR4795810	573	Klebsiella pneumoniae	454	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000600	SAMEA6375488	ERS4141581	ERX4665581	ERR4795811	573	Klebsiella pneumoniae	412	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000237	SAMEA6375369	ERS4141463	ERX4665582	ERR4795812	573	Klebsiella pneumoniae	457	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001079	SAMEA6375611	ERS4141704	ERX4665583	ERR4795813	573	Klebsiella pneumoniae	469	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000602	SAMEA6375482	ERS4141575	ERX4665584	ERR4795814	573	Klebsiella pneumoniae	411	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000240	SAMEA6375371	ERS4141465	ERX4665585	ERR4795815	573	Klebsiella pneumoniae	447	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001080	SAMEA6375612	ERS4141705	ERX4665586	ERR4795816	573	Klebsiella pneumoniae	456	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000607	SAMEA6375485	ERS4141578	ERX4665587	ERR4795817	573	Klebsiella pneumoniae	414	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000243	SAMEA6375372	ERS4141466	ERX4665588	ERR4795818	573	Klebsiella pneumoniae	448	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001086	SAMEA6375614	ERS4141707	ERX4665589	ERR4795819	573	Klebsiella pneumoniae	453	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000613	SAMEA6375486	ERS4141579	ERX4665590	ERR4795820	573	Klebsiella pneumoniae	445	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000251	SAMEA6375373	ERS4141467	ERX4665591	ERR4795821	573	Klebsiella pneumoniae	436	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001108	SAMEA6375616	ERS4141709	ERX4665592	ERR4795822	573	Klebsiella pneumoniae	466	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000616	SAMEA6375490	ERS4141583	ERX4665593	ERR4795823	573	Klebsiella pneumoniae	412	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000618	SAMEA6375491	ERS4141584	ERX4665596	ERR4795826	573	Klebsiella pneumoniae	451	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000254	SAMEA6375374	ERS4141468	ERX4665597	ERR4795827	573	Klebsiella pneumoniae	421	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000078	SAMEA6425113	ERS4191324	ERX4665598	ERR4795828	573	Klebsiella pneumoniae	448	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000102	SAMEA6425121	ERS4191332	ERX4665600	ERR4795830	573	Klebsiella pneumoniae	415	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000158	SAMEA6425119	ERS4191330	ERX4665604	ERR4795834	573	Klebsiella pneumoniae	443	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000182	SAMEA6425120	ERS4191331	ERX4665606	ERR4795836	573	Klebsiella pneumoniae	454	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000218	SAMEA6425122	ERS4191333	ERX4665608	ERR4795838	573	Klebsiella pneumoniae	447	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000434	SAMEA6425127	ERS4191338	ERX4665611	ERR4795841	573	Klebsiella pneumoniae	428	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000539	SAMEA6425132	ERS4191343	ERX4665612	ERR4795842	573	Klebsiella pneumoniae	446	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000555	SAMEA6425131	ERS4191342	ERX4665613	ERR4795843	573	Klebsiella pneumoniae	436	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000797	SAMEA6425137	ERS4191348	ERX4665617	ERR4795847	573	Klebsiella pneumoniae	464	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000874	SAMEA6425136	ERS4191347	ERX4665619	ERR4795849	573	Klebsiella pneumoniae	428	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000881	SAMEA6425139	ERS4191350	ERX4665620	ERR4795850	573	Klebsiella pneumoniae	423	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000885	SAMEA6425140	ERS4191351	ERX4665621	ERR4795851	573	Klebsiella pneumoniae	447	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000936	SAMEA6425141	ERS4191352	ERX4665622	ERR4795852	573	Klebsiella pneumoniae	438	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000988	SAMEA6425144	ERS4191355	ERX4665624	ERR4795854	573	Klebsiella pneumoniae	433	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001010	SAMEA6425146	ERS4191357	ERX4665626	ERR4795856	573	Klebsiella pneumoniae	412	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001016	SAMEA6425147	ERS4191358	ERX4665627	ERR4795857	573	Klebsiella pneumoniae	400	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001026	SAMEA6425178	ERS4191389	ERX4665628	ERR4795858	573	Klebsiella pneumoniae	409	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001044	SAMEA6425179	ERS4191390	ERX4665629	ERR4795859	573	Klebsiella pneumoniae	454	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001059	SAMEA6425180	ERS4191391	ERX4665630	ERR4795860	573	Klebsiella pneumoniae	446	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001084	SAMEA6425186	ERS4191397	ERX4665631	ERR4795861	573	Klebsiella pneumoniae	393	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001099	SAMEA6425182	ERS4191393	ERX4665632	ERR4795862	573	Klebsiella pneumoniae	430	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001147	SAMEA6425184	ERS4191395	ERX4665634	ERR4795864	573	Klebsiella pneumoniae	445	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000529	SAMEA6425130	ERS4191341	ERX4665635	ERR4795865	573	Klebsiella pneumoniae	381	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18001081	SAMEA6425181	ERS4191392	ERX4665636	ERR4795866	573	Klebsiella pneumoniae	398	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33225_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000021	SAMEA6425507	ERS4191718	ERX4665638	ERR4795868	573	Klebsiella pneumoniae	452	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33226_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000027	SAMEA6425508	ERS4191719	ERX4665639	ERR4795869	573	Klebsiella pneumoniae	432	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33226_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000059	SAMEA6425510	ERS4191721	ERX4665640	ERR4795870	573	Klebsiella pneumoniae	409	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33226_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000141	SAMEA6425512	ERS4191723	ERX4665641	ERR4795871	573	Klebsiella pneumoniae	427	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33226_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000837	SAMEA6425514	ERS4191725	ERX4665644	ERR4795874	573	Klebsiella pneumoniae	428	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33226_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000859	SAMEA6425515	ERS4191726	ERX4665645	ERR4795875	573	Klebsiella pneumoniae	443	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33226_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000860	SAMEA6425517	ERS4191728	ERX4665646	ERR4795876	573	Klebsiella pneumoniae	442	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_33226_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
